Kode,Nama Bahan,description
DR040,"Daun kenikir, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 45 kalori, 3.7 gram protein, 0.5 gram lemak, 6.6 gram karbohidrat, dan 5.8 gram serat."
DR041,"Daun kesum, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 48 kalori, 4.5 gram protein, 0.8 gram lemak, 9.1 gram karbohidrat, dan 1.6 gram serat."
DR042,"Daun kol sawi, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 22 kalori, 2.1 gram protein, 0.5 gram lemak, 3.6 gram karbohidrat, dan 0.9 gram serat."
DR043,"Daun koro, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 23 kalori, 3.0 gram protein, 0.3 gram lemak, 3.7 gram karbohidrat, dan 0.0 gram serat."
DR044,"Daun kubis, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 51 kalori, 2.5 gram protein, 1.1 gram lemak, 8.0 gram karbohidrat, dan 3.4 gram serat."
DR045,"Daun kumak, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 14 kalori, 1.3 gram protein, 0.3 gram lemak, 2.3 gram karbohidrat, dan 0.9 gram serat."
DR046,"Daun labu siam, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 34 kalori, 4.0 gram protein, 0.4 gram lemak, 4.7 gram karbohidrat, dan 3.5 gram serat."
DR047,"Daun labu waluh/kuning, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 34 kalori, 3.6 gram protein, 0.6 gram lemak, 4.5 gram karbohidrat, dan 2.9 gram serat."
DR048,"Daun lamtoro, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 87 kalori, 8.3 gram protein, 1.8 gram lemak, 14.4 gram karbohidrat, dan 3.3 gram serat."
DR049,"Daun leilem, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 76 kalori, 2.8 gram protein, 0.2 gram lemak, 15.8 gram karbohidrat, dan 3.1 gram serat."
DR050,"Daun leunca, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 49 kalori, 4.7 gram protein, 0.5 gram lemak, 8.1 gram karbohidrat, dan 0.0 gram serat."
DR051,"Daun lobak, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 30 kalori, 2.3 gram protein, 0.4 gram lemak, 5.8 gram karbohidrat, dan 3.2 gram serat."
DR052,"Daun lompong talas,segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 44 kalori, 3.0 gram protein, 0.8 gram lemak, 7.4 gram karbohidrat, dan 3.3 gram serat."
DR053,"Daun mangkokan, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 57 kalori, 3.7 gram protein, 0.3 gram lemak, 11.8 gram karbohidrat, dan 0.0 gram serat."
DR054,"Daun matel ambon, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 71 kalori, 6.8 gram protein, 1.6 gram lemak, 11.5 gram karbohidrat, dan 4.6 gram serat."
DR055,"Daun melinjo, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 104 kalori, 5.0 gram protein, 1.3 gram lemak, 21.3 gram karbohidrat, dan 10.3 gram serat."
DR056,"Daun mengkudu, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 65 kalori, 4.0 gram protein, 1.7 gram lemak, 11.4 gram karbohidrat, dan 3.9 gram serat."
DR057,"Daun ndusuk, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 166 kalori, 1.7 gram protein, 0.5 gram lemak, 38.8 gram karbohidrat, dan 10.7 gram serat."
DR058,"Daun oyong, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 22 kalori, 1.0 gram protein, 0.1 gram lemak, 5.3 gram karbohidrat, dan 2.0 gram serat."
DR059,"Daun pakis, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 39 kalori, 4.5 gram protein, 0.4 gram lemak, 6.9 gram karbohidrat, dan 2.0 gram serat."
DR060,"Daun pakis longgiho, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 54 kalori, 2.2 gram protein, 3.6 gram lemak, 3.1 gram karbohidrat, dan 2.1 gram serat."
DR061,"Daun pakis wambateu, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 53 kalori, 3.4 gram protein, 1.2 gram lemak, 7.2 gram karbohidrat, dan 4.8 gram serat."
DR062,"Daun paku, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 29 kalori, 3.4 gram protein, 0.1 gram lemak, 6.5 gram karbohidrat, dan 4.3 gram serat."
DR063,"Daun pangi,segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 104 kalori, 3.9 gram protein, 0.6 gram lemak, 17.9 gram karbohidrat, dan 8.3 gram serat."
DR064,"Daun pare, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 49 kalori, 2.7 gram protein, 1.0 gram lemak, 8.4 gram karbohidrat, dan 3.0 gram serat."
DR065,"Daun pepaya, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 87 kalori, 8.0 gram protein, 2.0 gram lemak, 11.9 gram karbohidrat, dan 1.5 gram serat."
DR066,"Daun pohpohan, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 37 kalori, 2.5 gram protein, 0.8 gram lemak, 6.9 gram karbohidrat, dan 2.6 gram serat."
DR067,"Daun selasih, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 62 kalori, 4.0 gram protein, 0.5 gram lemak, 10.5 gram karbohidrat, dan 5.3 gram serat."
DR068,"Daun semanggi, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 45 kalori, 4.4 gram protein, 0.5 gram lemak, 8.5 gram karbohidrat, dan 1.9 gram serat."
DR069,"Daun simpur, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 53 kalori, 3.2 gram protein, 2.5 gram lemak, 7.6 gram karbohidrat, dan 1.6 gram serat."
DR070,"Daun singkil, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 68 kalori, 2.0 gram protein, 1.0 gram lemak, 15.2 gram karbohidrat, dan 3.3 gram serat."
DR071,"Daun singkong, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 50 kalori, 6.2 gram protein, 1.1 gram lemak, 7.1 gram karbohidrat, dan 2.4 gram serat."
DR072,"Daun singkong ambon, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 144 kalori, 12.7 gram protein, 1.2 gram lemak, 25.2 gram karbohidrat, dan 10.2 gram serat."
DR073,"Daun singkong ampenan, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 50 kalori, 6.2 gram protein, 1.1 gram lemak, 7.1 gram karbohidrat, dan 2.4 gram serat."
DR074,"Daun singkong kopang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 74 kalori, 6.3 gram protein, 0.7 gram lemak, 10.7 gram karbohidrat, dan 4.6 gram serat."
DR075,"Daun sintrong, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 36 kalori, 2.6 gram protein, 0.9 gram lemak, 6.1 gram karbohidrat, dan 1.7 gram serat."
DR076,"Daun talas, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 59 kalori, 3.0 gram protein, 0.4 gram lemak, 13.5 gram karbohidrat, dan 3.0 gram serat."
DR077,"Daun tespong, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 70 kalori, 2.9 gram protein, 0.3 gram lemak, 13.9 gram karbohidrat, dan 2.3 gram serat."
DR078,"Daun ubi kuning, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 62 kalori, 3.7 gram protein, 0.3 gram lemak, 11.1 gram karbohidrat, dan 6.4 gram serat."
DR079,"Daun ubi merah, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 48 kalori, 3.0 gram protein, 0.3 gram lemak, 10.8 gram karbohidrat, dan 1.4 gram serat."
DR080,"Daun ubi putih, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 46 kalori, 2.8 gram protein, 0.2 gram lemak, 8.2 gram karbohidrat, dan 4.8 gram serat."
DR081,"Daun ubi tinta, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 55 kalori, 1.7 gram protein, 0.1 gram lemak, 11.9 gram karbohidrat, dan 7.6 gram serat."
DR082,"Eceng, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 19 kalori, 1.0 gram protein, 0.2 gram lemak, 3.8 gram karbohidrat, dan 1.8 gram serat."
DR083,"Gambas (oyong), segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 19 kalori, 0.8 gram protein, 0.2 gram lemak, 4.1 gram karbohidrat, dan 1.3 gram serat."
DR084,"Genjer, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 35 kalori, 1.7 gram protein, 0.2 gram lemak, 7.7 gram karbohidrat, dan 2.5 gram serat."
DR085,"Jagung muda / semi, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 35 kalori, 2.2 gram protein, 0.1 gram lemak, 7.4 gram karbohidrat, dan 1.9 gram serat."
DR086,Jamur encik," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 296 kalori, 9.4 gram protein, 1.1 gram lemak, 62.0 gram karbohidrat, dan 0.0 gram serat."
DR087,"Jamur kuping, kering"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 294 kalori, 16.0 gram protein, 0.9 gram lemak, 64.6 gram karbohidrat, dan 46.5 gram serat."
DR088,"Jamur kuping, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 21 kalori, 3.8 gram protein, 0.6 gram lemak, 0.9 gram karbohidrat, dan 5.1 gram serat."
DR089,"Jamur merang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 30 kalori, 3.5 gram protein, 0.2 gram lemak, 4.0 gram karbohidrat, dan 2.4 gram serat."
DR090,"Jamur tiram, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 30 kalori, 1.9 gram protein, 0.1 gram lemak, 5.5 gram karbohidrat, dan 3.6 gram serat."
DR091,Jamur sagu," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 48 kalori, 1.9 gram protein, 3.2 gram lemak, 2.8 gram karbohidrat, dan 1.0 gram serat."
DR092,"Jantung pisang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 32 kalori, 1.2 gram protein, 0.3 gram lemak, 7.1 gram karbohidrat, dan 3.2 gram serat."
DR093,"Jengkol, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 192 kalori, 5.4 gram protein, 0.3 gram lemak, 40.7 gram karbohidrat, dan 1.5 gram serat."
DR094,"Jotang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 34 kalori, 1.9 gram protein, 0.3 gram lemak, 7.1 gram karbohidrat, dan 3.5 gram serat."
DR095,"Kabau, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 130 kalori, 6.7 gram protein, 0.3 gram lemak, 25.2 gram karbohidrat, dan 2.9 gram serat."
DR096,"Kacang mekah, polong, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 22 kalori, 1.1 gram protein, 1.0 gram lemak, 3.4 gram karbohidrat, dan 1.1 gram serat."
DR097,"Kacang panjang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 31 kalori, 2.3 gram protein, 0.1 gram lemak, 5.3 gram karbohidrat, dan 2.7 gram serat."
DR098,Kacang ranti polong," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 37 kalori, 3.1 gram protein, 0.2 gram lemak, 7.9 gram karbohidrat, dan 2.5 gram serat."
DR099,"Kalakai, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 38 kalori, 2.4 gram protein, 0.2 gram lemak, 6.6 gram karbohidrat, dan 5.8 gram serat."
DR100,"Kangkung, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 28 kalori, 3.4 gram protein, 0.7 gram lemak, 3.9 gram karbohidrat, dan 2.0 gram serat."
DR101,Kangkung tondano," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 43 kalori, 1.8 gram protein, 0.2 gram lemak, 8.4 gram karbohidrat, dan 4.3 gram serat."
DR102,"Kapri muda, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 45 kalori, 3.3 gram protein, 0.2 gram lemak, 9.0 gram karbohidrat, dan 1.8 gram serat."
DR103,Karawila," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 25 kalori, 2.3 gram protein, 0.2 gram lemak, 3.5 gram karbohidrat, dan 2.1 gram serat."
DR104,"Kecipir muda, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 32 kalori, 2.9 gram protein, 0.2 gram lemak, 5.8 gram karbohidrat, dan 5.5 gram serat."
DR105,"Kecombrang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 34 kalori, 0.9 gram protein, 1.0 gram lemak, 6.7 gram karbohidrat, dan 2.6 gram serat."
DR106,"Kelawi,kluwih, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 118 kalori, 1.5 gram protein, 0.3 gram lemak, 27.2 gram karbohidrat, dan 5.0 gram serat."
DR107,"Kembang turi, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 51 kalori, 1.8 gram protein, 0.6 gram lemak, 9.6 gram karbohidrat, dan 5.0 gram serat."
DR108,"Kerokot, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 26 kalori, 1.7 gram protein, 0.4 gram lemak, 3.8 gram karbohidrat, dan 1.0 gram serat."
DR109,"Ketimun, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 8 kalori, 0.2 gram protein, 0.2 gram lemak, 1.4 gram karbohidrat, dan 0.3 gram serat."
DR110,"Ketimun krai, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 10 kalori, 0.5 gram protein, 0.2 gram lemak, 2.0 gram karbohidrat, dan 0.6 gram serat."
DR111,"Ketimun madura, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 9 kalori, 0.5 gram protein, 0.1 gram lemak, 1.9 gram karbohidrat, dan 0.7 gram serat."
DR112,"Komak, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 99 kalori, 3.3 gram protein, 0.1 gram lemak, 21.2 gram karbohidrat, dan 10.3 gram serat."
DR113,Kool kembang," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 25 kalori, 2.4 gram protein, 0.2 gram lemak, 4.9 gram karbohidrat, dan 1.6 gram serat."
DR114,"Kool merah,kool putih"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 29 kalori, 1.4 gram protein, 0.2 gram lemak, 5.3 gram karbohidrat, dan 1.9 gram serat."
DR115,"Koro kerupuk, polong"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 128 kalori, 8.3 gram protein, 0.7 gram lemak, 22.1 gram karbohidrat, dan 0.0 gram serat."
DR116,"Koro wedus, polong"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 46 kalori, 3.0 gram protein, 0.3 gram lemak, 7.9 gram karbohidrat, dan 3.3 gram serat."
DR117,"Kucai, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 45 kalori, 2.2 gram protein, 0.3 gram lemak, 10.3 gram karbohidrat, dan 4.8 gram serat."
DR118,"Kucai muda (Lokio), segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 42 kalori, 3.8 gram protein, 0.6 gram lemak, 7.8 gram karbohidrat, dan 4.9 gram serat."
DR119,Kulit melinjo," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 111 kalori, 4.5 gram protein, 1.1 gram lemak, 20.7 gram karbohidrat, dan 5.0 gram serat."
DR120,"Kundur, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 22 kalori, 0.4 gram protein, 0.2 gram lemak, 4.7 gram karbohidrat, dan 1.3 gram serat."
DR121,"Labu air, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 19 kalori, 0.6 gram protein, 0.2 gram lemak, 3.8 gram karbohidrat, dan 0.6 gram serat."
DR122,"Labu kuning, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 51 kalori, 1.7 gram protein, 0.5 gram lemak, 10.0 gram karbohidrat, dan 2.7 gram serat."
DR123,"Labu siam, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 30 kalori, 0.6 gram protein, 0.1 gram lemak, 6.7 gram karbohidrat, dan 6.2 gram serat."
DR124,"Labu waluh, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 32 kalori, 1.1 gram protein, 0.1 gram lemak, 6.6 gram karbohidrat, dan 0.5 gram serat."
DR125,"Lantar, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 34 kalori, 2.2 gram protein, 0.3 gram lemak, 5.5 gram karbohidrat, dan 2.9 gram serat."
DR126,"Lobak, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 21 kalori, 0.9 gram protein, 0.1 gram lemak, 4.2 gram karbohidrat, dan 1.4 gram serat."
DR127,"Lumai/Leunca, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 38 kalori, 1.1 gram protein, 0.3 gram lemak, 7.6 gram karbohidrat, dan 2.0 gram serat."
DR128,"Melinjo, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 66 kalori, 5.0 gram protein, 0.7 gram lemak, 13.3 gram karbohidrat, dan 0.0 gram serat."
DR129,Mostarda metan -sawi," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 33 kalori, 2.3 gram protein, 0.5 gram lemak, 4.7 gram karbohidrat, dan 1.8 gram serat."
DR130,"Nangka muda, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 57 kalori, 2.0 gram protein, 0.4 gram lemak, 11.3 gram karbohidrat, dan 8.3 gram serat."
DR131,"Paria putih, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 19 kalori, 1.0 gram protein, 0.4 gram lemak, 3.6 gram karbohidrat, dan 1.3 gram serat."
DR132,"Pepare ular, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 19 kalori, 0.6 gram protein, 0.1 gram lemak, 3.9 gram karbohidrat, dan 1.0 gram serat."
DR133,"Pepaya muda, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 29 kalori, 2.1 gram protein, 0.1 gram lemak, 4.9 gram karbohidrat, dan 2.1 gram serat."
DR134,"Petai, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 92 kalori, 5.4 gram protein, 1.1 gram lemak, 15.2 gram karbohidrat, dan 2.0 gram serat."
DR135,"Peterseli, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 53 kalori, 3.7 gram protein, 1.0 gram lemak, 9.0 gram karbohidrat, dan 0.0 gram serat."
DR136,"Pucuk lumai/daun leunca, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 33 kalori, 4.5 gram protein, 0.4 gram lemak, 2.8 gram karbohidrat, dan 0.0 gram serat."
DR137,"Putri malu, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 76 kalori, 3.6 gram protein, 0.3 gram lemak, 14.6 gram karbohidrat, dan 7.1 gram serat."
DR138,"Rebung, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 25 kalori, 0.8 gram protein, 0.1 gram lemak, 5.3 gram karbohidrat, dan 9.7 gram serat."
DR139,"Rimbang, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 75 kalori, 1.6 gram protein, 0.6 gram lemak, 15.8 gram karbohidrat, dan 10.0 gram serat."
DR140,Rumput laut," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 41 kalori, 1.4 gram protein, 0.3 gram lemak, 8.1 gram karbohidrat, dan 2.2 gram serat."
DR141,"Sawi, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 28 kalori, 2.3 gram protein, 0.3 gram lemak, 4.0 gram karbohidrat, dan 2.5 gram serat."
DR142,"Sawi putih / pecai, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 9 kalori, 1.0 gram protein, 0.1 gram lemak, 1.7 gram karbohidrat, dan 0.8 gram serat."
DR143,"Sawi taiwan, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 30 kalori, 1.9 gram protein, 0.5 gram lemak, 4.4 gram karbohidrat, dan 2.7 gram serat."
DR144,"Sawi tanah, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 19 kalori, 1.3 gram protein, 0.2 gram lemak, 2.9 gram karbohidrat, dan 2.2 gram serat."
DR145,"Selada, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 18 kalori, 1.2 gram protein, 0.2 gram lemak, 2.9 gram karbohidrat, dan 1.8 gram serat."
DR146,"Selada air, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 17 kalori, 3.1 gram protein, 0.2 gram lemak, 2.2 gram karbohidrat, dan 0.7 gram serat."
DR147,"Seledri, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 23 kalori, 1.0 gram protein, 0.1 gram lemak, 4.6 gram karbohidrat, dan 2.0 gram serat."
DR148,"Taoge, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 34 kalori, 3.7 gram protein, 1.2 gram lemak, 4.3 gram karbohidrat, dan 1.1 gram serat."
DR149,"Taoge kacang kedelai, segar"," termasuk dalam kategori Sayuran. Bahan ini per 100 gram-nya memiliki 76 kalori, 9.0 gram protein, 2.6 gram lemak, 6.4 gram karbohidrat, dan 0.7 gram serat."
